123	evlo naal channel pakama poiten yo vj vera level ❤️	None-of-the-above
124	indhira lakshmi ithula pesitea iruka mudiyathula	None-of-the-above
125	thu naayingala kadavul adhanalathan ungala ippadi padaitthu irukirar	None-of-the-above
126	pillagala apadi pana triyum	None-of-the-above
127	ithu jallikattu julikku nadakkuthu	None-of-the-above
128	anna part 2i waiting	None-of-the-above
129	kandipa future students idhuvum syllabus vaika poringa aprm yen innum yaaru spread pannadhunu kandupidikala	None-of-the-above
130	romba beautiful erukenga sister speech super nalla motivation pesurenga congratulations sister vaalga valamudan	None-of-the-above
131	akka ungala madhiri oruthavangala valkaila paathadhey kidaiyadhu romba nalavanga akka unmaiyavey ninga ponnu enakku aluga varudhu akka	Hope-Speech
132	love enakku kannu kalakuthu	None-of-the-above
133	iyarkaina ennanu theriyadhavangadhan idha edhirppanga	None-of-the-above
134	raja thala irrukathu pathuka	Misandry
135	dinesh dinesh kooda kovil aa enga	None-of-the-above
136	vittoda yaru irukanu sollu nalla pannuva	Misandry
137	ivan kiruku thallaya otha paya thevidiya movan	Misandry
138	yaaruda ivan pakave maari irrukan	Misandry
139	tv channel tamilnadu romba nallathu panranga ithula vanthu pesuna tn maaridum ippadilam ninaithal nammudaya muttal thanam	None-of-the-above
140	epa kakaralauinga unaku poraku kulaindhai podanu apa yana panuva varathachanai kakalana kuda gowram panaranga pundaingala ethuku show purijikita life nala eruku	Hope-Speech
141	ariyama kannula kanneer vanthuruchu🥺🥺 akka manasukku nalla irupinga	Hope-Speech
142	dinu kena paya maari pesra logic	Misandry
143	e ungala suthitae eruku aduku entha topic romba pdichuruku pola	None-of-the-above
144	enakkum nalla payyan venum 10 years waiting got	None-of-the-above
145	abbiramy arumugam akka ka solreenga sonna matradhellam okay aana 80s 90s kids naanga innum kalyanam aagama kaa irukrom permanent job venumaam enga kooda padicha girl kooda kalyanam aagama eppavo settled aana naanga boys 75 percent enga class marriage aagama irukom ellarukum vayasu 30 thaandiyaachu dowry aala kalyanam aagama iruka ponnunga ennikai laam koranji pochi ponnu veetla edhirpaakra edhirpaarpuagal enga kita illadhadhunaala marriage aagama irukra boys jaasthi	Counter-speech
146	thala vera leval thalasemmaya pandrigaoru sec feel aayuruchu❤️keep rocking dudes❤️❤️❤️	None-of-the-above
147	moonjiyellam pakkarapa kollanum pola irukku pongadi prostitut pannunga paavam amma lam	None-of-the-above
148	bad	None-of-the-above
149	babu natarajan im 30 baby	None-of-the-above
150	visuvanathan swamynathan okay thanks	None-of-the-above
151	otha potta raja nethanda unmayana devdiya paiyan	Misandry
152	really spr anna unmaiyave yen kannu kalankituchu	None-of-the-above
153	andha manasu sir kadavul❤	None-of-the-above
154	raja maamaku kovam vandhruchuuyaarum pakathla nikadhingah	Misandry
155	pavam nala manitharkaluku kastangal athigam	None-of-the-above
156	poda potta pachai sattakaran serupala adipen	Transphobic
157	ippo karthu kandasami komavil irrunthergala 2012 year pesukergal	None-of-the-above
158	irukurathu life ogakaluku pudicha mari iruga	None-of-the-above
159	steroids explain panunga	None-of-the-above
160	acting lvl jaimani bayangaram yaa sema	None-of-the-above
161	yen public vedekkareaa pasanga thaaan 9 b veeda kevalam	Misandry
162	im transmenenaku purium akkaonga kastam	None-of-the-above
163	seruppa kalatti adikanum veliya poi work panni sambathikka vendiyathu thana ipdi makkala asinga paduthanuma thoooooooo vaaila nalla varuthu puduchu jail podunga sir	None-of-the-above
164	beautiful katrina	None-of-the-above
165	keezha irukura comments lam padicha marriage panikira aasaiye varathu pola avlo wife padura kashtatha solli irukanga neraiya aangal veliya vesham ulla vesham podurangala pola	None-of-the-above
166	bala kumar naan reply panirukeney ungaluku puriala aduthavangloda unarchy purium	None-of-the-above
167	29 ageah 1991 1992 ram	None-of-the-above
168	love latifah	None-of-the-above
169	look like da♡	None-of-the-above
170	hey editor ponnu diii chlm ellamthaium edit pannitapaavam ashiq bayainthu poiee thalli uikkaainthu erukan paya pulla🤣🤣🤣	Misandry
171	doesnt look like transgender	None-of-the-above
172	bad comments kodukura ovvoruthrkullum aairam kuppai irukum atha clean pannituapram mathavangala pathi pesunga	None-of-the-above
173	yov ambala thanaya apram pombalaingaluku support panra	Transphobic
174	poongavanam long	None-of-the-above
175	vera level superb short film	None-of-the-above
176	short film eduka therinja edunga solla varinga radha theliva sollithoaingalanda	None-of-the-above
177	publicity kaga pannathinga thanam nanba	None-of-the-above
178	lyk bcoz straightforwardkeep gng	None-of-the-above
179	desi gamer aama crctdhaan naan non muslimaagave iruntu poreneh	None-of-the-above
180	ramesh selvaraj pon namer sent pon namer	None-of-the-above
181	hmm k sister srylam vendam ntg pblms take care	None-of-the-above
182	3 05yenga akka bayangaram	None-of-the-above
183	rajendran anga poitu oombu thoomaya kuduki	None-of-the-above
184	part 2 yeppo varum konjam sikiram pootrunga	None-of-the-above
185	anga pesaraveenga antha person romba buthisalimari pesaranga ana ithanudaiya villaivu ennanu ungalluku aparamthan theriyum please mathiri pannatheenga asigatha pannatheenga stupid mari pannatheengga ithaellam godnu orutharu pathutu irukaru avaru kandipa manuchana padaichathuku romba kavala paduvaru god jesus ungala thallivachara ithaellathuku ungaluku mula use aguthu ana ungalukangayum orutharu irukarunu neinaika manuchan yethukumae laikae illanu adikadi proof pannireenga please thaiava seichu stop pannuga avangala yenkita vanthu pesa solluka jesus coming soon	None-of-the-above
186	like support paari	None-of-the-above
187	madan ugangal patho solluga plzzz	None-of-the-above
188	sweety achu hahhaa apo poga vendiyadh tan	None-of-the-above
189	dis like pottavala otha manasa janmam daww	None-of-the-above
190	pinnadi vantha jatti kuda erukathu ambalaiyea pathalea vida mattiyam sonnagga chi keavalama piravi thu	None-of-the-above
191	5mints sollamutium ill try	None-of-the-above
192	manikandan maths call 9865039304	None-of-the-above
193	enn evalow paysureingalay mala oruthan 5 payru koinda judges koodutha judgement loose sa avainga uingaluku thareeinga visayam avaingaluku thareyatha summa thareyama ya avainga judgment kooduthainga enn evalow paysureeinga 5 vayasu koolinthaiya abuse pannureinga enn ethulam uinga kannuku correct ta thareyutha cha ariva koinjam thu use pannuinga avanuku ethu pudicheeruku mathavaingaluku enn koothikuthu unn kaiya pudichee elutha mathir secen pooduringa	None-of-the-above
194	help panurthu therinchu panalam thape kedayadhu	None-of-the-above
195	enka urimai atha vitu kutuka mutiuma nan ethum kekala enka amma appa kita sis mrgbpani neraya panitanka v2 kututhutanka epo enakum nanka erukura v2 eluthybtharan solranka nan kekala future venuma solranka new home 15 laks appa amm kasta patu katina v2 kk	Counter-speech
196	naanum inthu thanda raja devidiya payala mathakalavaratha undakka pakkran punda mavan	Misandry
197	lesbian sister	None-of-the-above
198	akka ninka sema character ❤️❤️❤️❤️	None-of-the-above
199	thirunangaigalla nallavangalu erukaanga evangala maari erukaravangala serupula adikanu vaila pesa kudathu bros	None-of-the-above
200	maravan jathi ponnuinga veara paiyyana kalyanam pannuna vettuvarkal mr karupalaniappan mootu jathiya pathipesrathukku unakku irukku raja maravan correct aa sonnaru mr karupalaniappan poi pondati bullaingala poi paru first	None-of-the-above
201	echa raj appanku poruthikumathttan	Misandry
202	babu natarajan age	None-of-the-above
203	solli kuduthu nadikka vaikkura mathiri erukku	None-of-the-above
204	asiq actress interview pannirundha nalla panirupa pola	Hope-Speech
205	naatula rape dhana panurenga straight pasangla sex panuvenga naanga pesa koodatha	Homophobia
206	sallipaya saattai duraimurugan velaya paru paari	None-of-the-above
207	anna pesuna matum ketute irukanum thonum	Counter-speech
208	lesbien kudhi nayai west culture namma naatuyai azhika podhu	None-of-the-above
209	goat gopi paatha echa velaiku ya pla nalla uppu potu uumbu kudavey kuptu vantha rendu feminist mundaingalayo uumba sollu	Misandry
210	pothum konjam rest kudungada sappa munji dogsgals	Xenophobia
211	vijay prabu simon koothiyalukku pirandha 9 pundai mavanayunakkaydhuda sunniun 9 pundaiyai mooditu po loosu koodhi	Misandry
212	ava alu pesuriga thuki vaikkanum ula avala	Misogyny
213	ra ra comments ponnunga poi soldranga thappu pandranga ponnunga sari ponnunga thappu pandranga pandra thappu husband supposed iruganum ninegaranga	Misogyny
214	yaar brother andha aattu manada kaaran	None-of-the-above
215	super anna waiting part 2	None-of-the-above
216	vaatitrain rush pooola amukipotalam semaya sonnan oruthaa	None-of-the-above
217	unna prank sema effort full aha neega innum nala neraya parnk pannuga	None-of-the-above
218	tricky minds thevudiya mundaiku porandhavanae ena moola mangirucha kiruku punda inumae jathi verila dhanda polapu oduthu omala adha niruthu salugayu thana nikum aniku evanu venunu kekamatan aatitu vandhuruvan kiruku thayoli 200300 varushamama statics theriyama vaai punda pesadha thevidya	Misandry
219	opinion ennana semaya irukka phone number thariya palagalam	None-of-the-above
220	anand sir neenka eppavum correct aga pesakkudia allu	None-of-the-above
221	neeya naana namitha 324 yelaaa chanelaium pesuraaa	None-of-the-above
222	super g semma illathavanghulu kutunga pavam avanghalu sapatu potunga g	None-of-the-above
223	wonderfull video keep going ashiq	None-of-the-above
224	senthil unakku pesave varadhu stalinukku annan vandhavan north indian moodu senthil ethana chanel maarna engalukku theriyadha	None-of-the-above
225	pillgal ithy vutana amma appa iku thrya padutha vatum pillygalum sari illy allam patpiy vithu mirati vigirargal shool illy anral itanyo shool iruhirathu pilly hala usaraha irugl manam pona pin inna irtugu ougal patipy angum thtaralam manam gata patipu thvi illy pasahalitamgathll inru villuthu maranam viri sallgrirgl nami patra amma appa mathithu valy catal patti natagl allam naraga irugum vutana vittil soli vitugl yar miratinalum gahatirgl sapaha irugl attavn tapu saipavargly vita matan	Counter-speech
226	varadatchana venanu boys pesunale varadatchanai olikka patrukkunu thane artham	None-of-the-above
227	nan pangu eduthu erukkenbut ippo married	None-of-the-above
228	sky dugar thanks ngow	None-of-the-above
229	haaaaa haaaaaa sema ya sonneenga🤣🤣🤣🤣🤣🤣	None-of-the-above
230	sarath saravanan thambi jaadhi vaithu salugai vaanguvadhu degree padichuttu degree certificate aa kaila vechurukka maari certificate vachu vela vaangradhum veetla pootti vechuttu summa irukradhum avangavanga ishtam vela velavangavey vekka paduveengalooooooooooo🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔	Counter-speech
231	indian ya iruntha kovam varum	None-of-the-above
232	karta sonniga love	None-of-the-above
233	super speech anna sila aangalukku ithellam purivathu illai	None-of-the-above
234	boss avan inthi kara kutha	Misandry
235	indha maari aalunga irundha velangidum	Misandry
236	ameer dheen covai enga irukinga	None-of-the-above
237	anand srivasa sir super speech	None-of-the-above
238	puthusu puthusaaa kelambuthu	None-of-the-above
239	sravikumar sravikumar please sent pana	None-of-the-above
240	problem yenga veetlayum kelvi ketta badhil varadhu	None-of-the-above
241	sema vevarama like vaanguringa hmmmm	None-of-the-above
242	apdina samama sothu pirikka vendum varadhatchanai eppozudhum muzhu sothai vida kuraivudhane	None-of-the-above
243	yennakku doudt one time china athibar chennai vantharula appo modium chinavum potta agreement irukkumo	Xenophobia
244	periya pudingi raja	Misandry
245	rajasakthi raja dheivamey eanga erundhalum nalla erunga epdi varthai semma	None-of-the-above
246	karaitu talaiva thevidiya pasangalukku pudungarathukku vera velaiye illaiya	Transphobic
247	ithula engala oruthen mirukangalnu sollirukancrctthan nanga mirukam thakattula irukura mirugangal kuda inathu kudathanda inai serumentha singamum panni kuda poi kudumpam nadathi pulla pekkathuதேடுவது வனமாக இருந்தாலும் சேர்வது இனமாக இருக்க வேண்டும் ⚔️️antha anna sonna maritha motha solli papom kekkalaya aruthu pottu poite irupomenagaluku mannum ponnum onnutha️️	None-of-the-above
248	first medai naagarikathai kattrukulunga apro kadalula pathi pesalam	None-of-the-above
249	daipota சாதி mokkiyam	None-of-the-above
250	madan gowri thank anna sonnathu 20 years apparam palikkattum	None-of-the-above
251	raja enthaivanau canada chibba nate cporaikkilan mangalam 621205	Misandry
252	ivan lam innum uyirooda irukan nallavanga yellam nammala vittu poranga	Transphobic
253	muni vel come wats	None-of-the-above
254	neega adikkadi upper caste solratha mudhalla niruthunga	None-of-the-above
255	subash 24jc kitta decent dhana pesuraneenga ipdi pesuringaella ponnungalum ore mari bossna personal aah niraya patrukkamind language pleasena pasangala ipdi asingama solala	Misandry
256	anna super neraiya video podunga	None-of-the-above
257	kandipa video ellarukum reachana nallarukum	None-of-the-above
258	indha matheri iladhavangaliku help pannuga nambo chennal pakara pakaila nambalilah 4lu peru pasiya pokaram nambiku aadha podhum namaku thirunangai avangala ketanu solluga irudhu varaikkum nariya prank show pathuiruka yarumku comments pannadhuila idhudha youtubeila first comment neega nallah irukanum neega nallah irudha unagalaah 4lu peru nallah irupaganunu naanichidha indha comment pandra love you❤️	Counter-speech
259	migavum sariyaga sonirkal well talk pari	None-of-the-above
260	name lathu endu sonnan	None-of-the-above
261	apro veetula poi yeppdi samalichinga athellam sollave illaye	None-of-the-above
262	thirunangai frang ana sapdau kudukurethe yedukurathu romba secne sapdukudurathe video yedukathinga	None-of-the-above
263	yen kita pesi irudha savaadi adichi irupa naye	Misandry
264	thala sathish enakkum haha	None-of-the-above
265	isssshhh apha ingaiyum vanthutingala samy	None-of-the-above
266	chutti payyan sam mm sapita ga	None-of-the-above
267	vijay prabu pondaatiyai simonukku kooti kuduththa dabar mama payalayun 9 pundaiyai mooditu po malayalaththan aamakari allakkai	Transphobic
268	appa kuta iruka mathiri feel	None-of-the-above
269	deiiii engalukune varuveengala	None-of-the-above
270	topic enka orula vachi nadatha mudium nan ponnunka v2la varathachana kakuratha ethirthu support pannuran	None-of-the-above
271	orange saree madam romba super aa explain paneenga	None-of-the-above
272	love ka nenga dance aadunathu paathu feel aachi ka	None-of-the-above
273	sodom people turn jesus	None-of-the-above
274	namma life eppo mudium iruko appo thaga mudium suicide ellam pannathiga life kastam naztam irukum seium yarukudayvathu share pannuga ellam yarukum share panna thu happy iruga	None-of-the-above
275	silarleadyum jens um apditham eppo ellam public enga name rombave ripper irukku nallavangalukum mariyathai illama pochu thirunangai konjam peasama irunthuruntha vidio tupe vanthurukathu ethai 9 ali pottai serupadi ethu ellom nallavanga manasukum ulaikravanga manasukum kastam	Counter-speech
276	appan solli kuduthu soldran yallam trb	None-of-the-above
277	410 first time video pakara kalailaye ipudi azhavachitinga🥺🥺🥺andha akka enga irundhalum nallarukanum	None-of-the-above
278	kapu neeya naana bet gopenatha	None-of-the-above
279	181ma001 afrin fathima n	None-of-the-above
280	devi devi appoo neega ean picha kaarana wedding panna koodaathu avan kitta entha seethananum kekka maattaanga padicha picha kaaranum ippo irukkaan thaan appuram ean neega panakkaarana wedding panuringa	Misogyny
281	starting ellam break panra mari video eruka poguthu solitu title first letter eh transgender	None-of-the-above
282	p nagaraj 43 sooothula vitu saavadicha sethupoitana ena panuvaaaun vaalkaila avamaano mato thaaa unna ponukoooda kalyaano panaathu	Misogyny
283	manivel alugaya varuthu suparpa	None-of-the-above
284	malini nalla bothi saali ponnu nalla nachchunu bathil soldranga	None-of-the-above
285	ammaa enakku doubt virus yaa china irunthu varuthu	Xenophobia
286	anna semaaaaaaaaa super speachhhhhh arumai anna unmaiiiiiii pesuvathu 100unmaiiii	None-of-the-above
287	வீர சைவன் சிவன் பக்தன் yen mundai koothadi amma mullah veetla innum irukku	None-of-the-above
288	unayum oruthan orasirukan avan evlo periya pundaya irupan	Misogyny
289	chennaiku putucha wanthal year suthi kattuwa	None-of-the-above
290	agal lantern vennallum sollunga aana anda show ponnunga yaaravadu petthavanga kastata purinjittu pesunangala pesunadu romba tappu brother	Misogyny
291	xhm1991 dear gay orientation ye insult panni ivan gedhaaa kaatikaraaa	Misandry
292	next video eppom poduvanga waiting idha video five time padhuten	None-of-the-above
293	kopinath foolll rendu perukkum peshuda	None-of-the-above
294	prakash 1961 king konguku porathiya aadikudi solitu gommala telugu pesura punda appanuku poratha nna jathinu solitu pesuda punda	Misandry
295	sister kitta pesanum	None-of-the-above
296	enda v raja ooruku pirandhan unaku appan oruthan aariya kudumbathil piradha anaivarum appan hindu endha madha thukum engalaukum endha sambandhamum kidayadhu ondi pizhaika vandha naainga thamizhargala pesa yogidha potta aariya vamsathirku jaldra adikum potta payale unaku mela irukavana ketka thuppu keela irukavana mairapudunga kekira desi mallu magane	Misandry
297	super akka romba tnx sister im gay love love	None-of-the-above
298	hiphopgamer92 poda jalra thevidiya magane	Misandry
299	akka neega angel akka love much	None-of-the-above
300	sonna pannuvinga anga poi poduvingala	None-of-the-above
301	anbana nanbargale homo sex pathi dan pesureenga padukura vishayam matum dan life ahh sollunga nalla natpudan life long irukalam iduku udal uravu avasiyam illai ada yen oor ina serkaya pakureenga namma ennangal ore madiri irunda podum nan solren appadina kamam pakama irunda podum	Counter-speech
302	brahmin politics poi ippa american politics nadakuthu youtube vechi namma sanda poda veikarannamma state peoplela nammala thitta vechitan	Misandry
303	storm breaker seri indha racism color vechi soldra indha castism neega epdi kaatuvinga color kaatamudiya rathathulayum kaatamudiyadhu aprm epdi amma appa soldraganu neega adha soldringala	None-of-the-above
304	aids raja ulagathula athana ketta varthaum uinnaku kedu ketta naya	Misandry
