270	topic enka orula vachi nadatha mudium nan ponnunka v2la varathachana kakuratha ethirthu support pannuran	Misogyny
271	orange saree madam romba super aa explain paneenga	None-of-the-above
272	love ka nenga dance aadunathu paathu feel aachi ka	None-of-the-above
273	sodom people turn jesus	None-of-the-above
274	namma life eppo mudium iruko appo thaga mudium suicide pannathiga life kastam naztam seium yarukudayvathu share pannuga yarukum share thu happy iruga	Hope-Speech
275	silarleadyum jens um apditham eppo public name rombave ripper irukku nallavangalukum mariyathai illama pochu thirunangai konjam peasama irunthuruntha vidio tupe vanthurukathu ethai 9 ali pottai serupadi ethu ellom nallavanga manasukum ulaikravanga manasukum kastam	Transphobic
276	appan solli kuduthu soldran yallam trb	None-of-the-above
277	410 first time video pakara kalailaye ipudi azhavachitinga🥺🥺🥺andha akka irundhalum nallarukanum	None-of-the-above
278	kapu neeya naana bet gopenatha	Misandry
279	181ma001 afrin fathima n	None-of-the-above
280	devi devi appoo neega ean picha kaarana wedding koodaathu kitta entha seethananum kekka maattaanga padicha picha kaaranum ippo irukkaan appuram ean neega panakkaarana wedding panuringa	Misogyny
281	starting break panra mari video eruka poguthu solitu title first letter eh transgender	None-of-the-above
282	p nagaraj 43 sooothula vitu saavadicha sethupoitana panuvaaaun vaalkaila avamaano mato thaaa unna ponukoooda kalyaano panaathu	Misandry
283	manivel alugaya varuthu suparpa	None-of-the-above
284	malini bothi saali ponnu nachchunu bathil soldranga	None-of-the-above
285	ammaa enakku doubt virus yaa china irunthu varuthu	Xenophobia
286	anna semaaaaaaaaa super speachhhhhh arumai anna unmaiiiiiii pesuvathu 100unmaiiii	Hope-Speech
287	வீர சைவன் சிவன் பக்தன் mundai koothadi amma mullah veetla irukku	Misandry
288	unayum oruthan orasirukan periya pundaya irupan	Misandry
289	chennaiku putucha wanthal year suthi kattuwa	None-of-the-above
290	agal lantern vennallum sollunga aana anda show ponnunga yaaravadu petthavanga kastata purinjittu pesunangala pesunadu romba tappu brother	Counter-speech
291	xhm1991 dear gay orientation ye insult panni gedhaaa kaatikaraaa	Homophobia
292	next video eppom poduvanga waiting idha video five time padhuten	None-of-the-above
293	kopinath foolll rendu perukkum peshuda	Misogyny
294	prakash 1961 king konguku porathiya aadikudi solitu gommala telugu pesura punda appanuku poratha nna jathinu solitu pesuda punda	Misandry
295	sister kitta pesanum	None-of-the-above
296	enda v raja ooruku pirandhan appan oruthan aariya kudumbathil piradha anaivarum appan hindu endha madha thukum engalaukum endha sambandhamum kidayadhu ondi pizhaika vandha naainga thamizhargala yogidha potta aariya vamsathirku jaldra adikum potta payale mela irukavana ketka thuppu keela irukavana mairapudunga kekira desi mallu magane	Misandry
297	super akka romba tnx sister im gay love love	Hope-Speech
298	hiphopgamer92 jalra thevidiya magane	Misandry
299	akka neega angel akka love much	Hope-Speech
300	sonna pannuvinga anga poi poduvingala	None-of-the-above
301	anbana nanbargale homo sex pathi dan pesureenga padukura vishayam matum dan life ahh sollunga natpudan life long irukalam iduku udal uravu avasiyam illai oor ina serkaya pakureenga namma ennangal ore madiri irunda podum nan solren appadina kamam pakama irunda podum	Counter-speech
302	brahmin politics poi ippa american politics nadakuthu youtube vechi namma sanda veikarannamma state peoplela nammala thitta vechitan	Counter-speech
303	storm breaker seri racism color vechi soldra castism neega epdi kaatuvinga color kaatamudiya rathathulayum kaatamudiyadhu aprm epdi amma appa soldraganu neega adha soldringala	Counter-speech
304	aids raja ulagathula athana ketta varthaum uinnaku kedu ketta naya	Misandry
305	pudhu muyarchi pani irukinga super	None-of-the-above
306	engitta insta gram rasa	None-of-the-above
307	naan aval நீ நான் அவள் ipty husband erupagala ohh god husband good luv	Hope-Speech
308	enakku therinju rettai kuzhaindhai pirakkum	None-of-the-above
309	andha black saree kudumba ponnu mariya irukka etho record dance adra mathiri irukka saniyan	Misogyny
310	jagadeesh waran entha ooru machi	None-of-the-above
311	ungala mari alunga mari problem pesuranalatha neraiya awerness kedaikkudugood	Transphobic
312	sowndharya 1998 im chennai	None-of-the-above
313	chiiiii punda vaaya moodudaun vaaila ippdi vaartha varuthu pakka aiyokiyen thaguthi vairamuthuva pathi thevidiyaluku poranthavane	Misandry
314	tamil kooda sariyaga ezhudha theriyadha kabodhi brahmanargai seru sollumm saakadai	Xenophobia
315	mathu suthanan aaga motham ponna nambidhan irukeenga	Misogyny
316	amaam train thirunangaigal thollai thanga mudila meratti panam vanguranga police idhe konjam gavanicha	Transphobic
317	yownaanum salem lvl	None-of-the-above
